id;libm;libf;liste;codeu;ingcad_supv;ingcad_nsupv;tecam_supv;tecam_nsupv;ouvemp_supv;ouvemp_nsupv;nr_supv;nr_nsupv;inde_0_9;inde_sup10;inde_nr;ssvaran
2883;Enquêteur statistique;Enquêtrice statistique;1;4227;4227;4227;4227;4227;4227;4227;4227;4227;4227;4227;4227;4227
2884;Enseignant agrégé en collège;Enseignante agrégée en collège;1;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330
2885;Enseignant agrégé en lycée;Enseignante agrégée en lycée;1;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330
2886;Enseignant agrégé dans le supérieur (CPGE);Enseignante agrégée dans le supérieur (CPGE);1;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330
2887;Enseignant agrégé dans le supérieur (STS);Enseignante agrégée dans le supérieur (STS);1;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330
2888;Enseignant agrégé dans le supérieur (université, école);Enseignante agrégée dans le supérieur (université, école);1;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310
2889;Enseignant d'arts appliqués en lycée professionnel;Enseignante d'arts appliqués en lycée professionnel;1;2320;2320;2320;2320;2320;2320;2320;2320;2320;2320;2320;2320;2320
2890;Enseignant associé dans l'enseignement supérieur;Enseignante associée dans l'enseignement supérieur;1;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310
2891;Enseignant certifié en collège;Enseignante certifiée en collège;1;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330
2892;Enseignant certifié en lycée;Enseignante certifiée en lycée;1;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330
2893;Enseignant certifié dans le supérieur (STS, CPGE);Enseignante certifiée dans le supérieur (STS, CPGE);1;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330
2894;Enseignant certifié dans le supérieur (université, école);Enseignante certifiée dans le supérieur (université, école);1;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310
2895;Enseignant en CFA (PLP);Enseignante en CFA (PLP);1;2320;2320;2320;2320;2320;2320;2320;2320;2320;2320;2320;2320;2320
2896;Enseignant chercheur (maître de conférence);Enseignante chercheuse (maîtresse de conférence);1;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310
2897;Enseignant chercheur (professeur des universités);Enseignante chercheuse (professeure des universités);1;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310
2898;Enseignant en chirurgie dentaire;Enseignante en chirurgie dentaire;1;2261;2261;2261;2261;2261;2261;2261;2261;2261;2261;2261;2261;2261
2899;Enseignant en classes préparatoires (CPGE);Enseignante en classes préparatoires (CPGE);1;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330
2900;Enseignant en collège privé hors contrat;Enseignante en collège privé hors contrat;1;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330
2901;Enseignant contractuel en collège;Enseignante contractuelle en collège;1;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330
2902;Enseignant contractuel en école maternelle;Enseignante contractuelle en école maternelle;1;2341;2341;2341;2341;2341;2341;2341;2341;2341;2341;2341;2341;2341
2903;Enseignant contractuel en école primaire;Enseignante contractuelle en école primaire;1;2341;2341;2341;2341;2341;2341;2341;2341;2341;2341;2341;2341;2341
2904;Enseignant contractuel en lycée;Enseignante contractuelle en lycée;1;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330
2905;Enseignant en cours particuliers;Enseignante en cours particuliers;1;2359;2359;2359;2359;2359;2359;2359;2359;2359;2359;2359;2359;2359
2906;Enseignant délégué auxiliaire en collège privé;Enseignante déléguée auxiliaire en collège privé;1;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330
2907;Enseignant délégué auxiliaire en école privé;Enseignante déléguée auxiliaire en école privé;1;2341;2341;2341;2341;2341;2341;2341;2341;2341;2341;2341;2341;2341
2908;Enseignant délégué auxiliaire en lycée privé;Enseignante déléguée auxiliaire en lycée privé;1;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330
2909;Enseignant de disciplines artistiques en collège;Enseignante de disciplines artistiques en collège;1;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330
2910;Enseignant de disciplines artistiques (hors établissement scolaire);Enseignante de disciplines artistiques (hors établissement scolaire);1;2355;2355;2355;2355;2355;2355;2355;2355;2355;2355;2355;2355;2355
2911;Enseignant de disciplines artistiques en lycée;Enseignante de disciplines artistiques en lycée;1;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330
2912;Enseignant à domicile;Enseignante à domicile;1;2359;2359;2359;2359;2359;2359;2359;2359;2359;2359;2359;2359;2359
2913;Enseignant en école privée hors contrat;Enseignante en école privée hors contrat;1;2341;2341;2341;2341;2341;2341;2341;2341;2341;2341;2341;2341;2341
2914;Enseignant en école supérieure d'art;Enseignante en école supérieure d'art;1;2355;2355;2355;2355;2355;2355;2355;2355;2355;2355;2355;2355;2355
2915;Enseignant (instituteur);Enseignante (institutrice);1;2341;2341;2341;2341;2341;2341;2341;2341;2341;2341;2341;2341;2341
2916;Enseignant en lycée privé hors contrat;Enseignante en lycée privé hors contrat;1;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330
2917;Enseignant en lycée professionnel;Enseignante en lycée professionnel;1;2320;2320;2320;2320;2320;2320;2320;2320;2320;2320;2320;2320;2320
2918;Enseignant en lycée professionnel (PLP);Enseignante en lycée professionnel (PLP);1;2320;2320;2320;2320;2320;2320;2320;2320;2320;2320;2320;2320;2320
2919;Enseignant en médecine;Enseignante en médecine;1;2212;2212;2212;2212;2212;2212;2212;2212;2212;2212;2212;2212;2212
2920;Enseignant en pharmacie;Enseignante en pharmacie;1;2262;2262;2262;2262;2262;2262;2262;2262;2262;2262;2262;2262;2262
2921;Enseignant (professeur des écoles);Enseignante (professeure des écoles);1;2341;2341;2341;2341;2341;2341;2341;2341;2341;2341;2341;2341;2341
2922;Enseignant en section de technicien supérieur (STS);Enseignante en section de technicien supérieur (STS);1;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330
2923;Enseignant en soutien scolaire;Enseignante en soutien scolaire;1;2359;2359;2359;2359;2359;2359;2359;2359;2359;2359;2359;2359;2359
5850;Enseignant spécialisé (certifié ou agrégé);Enseignante spécialisée (certifiée ou agrégée);1;2352;2352;2352;2352;2352;2352;2352;2352;2352;2352;2352;2352;2352
5852;Enseignant spécialisé (non titulaire);Enseignante spécialisée (non titulaire);1;2352;2352;2352;2352;2352;2352;2352;2352;2352;2352;2352;2352;2352
5851;Enseignant spécialisé (PLP);Enseignante spécialisée (PLP);1;2352;2352;2352;2352;2352;2352;2352;2352;2352;2352;2352;2352;2352
5849;Enseignant spécialisé (professeur des écoles);Enseignante spécialisée (professeure des écoles);1;2352;2352;2352;2352;2352;2352;2352;2352;2352;2352;2352;2352;2352
2924;Enseignant titulaire CAFEP en collège;Enseignante titulaire CAFEP en collège;1;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330
2925;Enseignant titulaire CAFEP en lycée général ou technologique;Enseignante titulaire CAFEP en lycée général ou technologique;1;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330
2926;Enseignant titulaire CAFEP en lycée professionnel;Enseignante titulaire CAFEP en lycée professionnel;1;2320;2320;2320;2320;2320;2320;2320;2320;2320;2320;2320;2320;2320
2927;Enseignant titulaire en lycée (voie générale ou technologique);Enseignante titulaire en lycée (voie générale ou technologique);1;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330
2928;Enseignant titulaire en lycée (voie professionnelle);Enseignante titulaire en lycée (voie professionnelle);1;2320;2320;2320;2320;2320;2320;2320;2320;2320;2320;2320;2320;2320
2929;Enseignant vacataire en collège;Enseignante vacataire en collège;1;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330
2930;Enseignant vacataire de l'enseignement supérieur;Enseignante vacataire de l'enseignement supérieur;1;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310;2310
2931;Enseignant vacataire en lycée;Enseignante vacataire en lycée;1;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330;2330
2932;Enseigne de vaisseau;Enseigne de vaisseau;1;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110
2933;Enseigne de vaisseau des marins-pompiers;Enseigne de vaisseau des marins-pompiers;1;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110;0110
2934;Enseigniste;Enseigniste;1;2166;2166;2166;2166;2166;2166;2166;2166;2166;2166;2166;2166;2166
5789;Entraîneur de chevaux;Entraîneuse de chevaux;1;5164;5164;5164;5164;5164;5164;5164;5164;5164;5164;5164;5164;5164
2935;Entraîneur sportif;Entraîneuse sportive;1;3422;3422;3422;3422;3422;3422;3422;3422;3422;3422;3422;3422;3422
2936;Entremetier;Entremetière;0;3434;3434;3434;3434;3434;3434;3434;3434;3434;3434;3434;3434;3434
2937;Entrepreneur en aménagements urbains;Entrepreneuse en aménagements urbains;1;1323;1323;1323;1323;1323;1323;1323;1323;1323;1323;1323;1323;1323
2938;Entrepreneur du bâtiment (tous corps d'état);Entrepreneuse du bâtiment (tous corps d'état);1;1323;1323;1323;1323;1323;1323;1323;1323;1323;1323;1323;1323;1323
2939;Entrepreneur de battage;Entrepreneuse de battage;1;1311;1311;1311;1311;1311;1311;1311;1311;1311;1311;1311;1311;1311
2940;Entrepreneur en démolition;Entrepreneuse en démolition;1;1323;1323;1323;1323;1323;1323;1323;1323;1323;1323;1323;1323;1323
2941;Entrepreneur espace vert;Entrepreneuse espace vert;1;6113;6113;6113;6113;6113;6113;6113;6113;6113;6113;6113;6113;6113
2942;Entrepreneur en maçonnerie;Entrepreneuse en maçonnerie;1;1323;1323;1323;1323;1323;1323;1323;1323;1323;1323;1323;1323;1323
2943;Entrepreneur paysagiste;Entrepreneuse paysagiste;1;6113;6113;6113;6113;6113;6113;6113;6113;6113;6113;6113;6113;6113
2944;Entrepreneur en plomberie, sanitaire;Entrepreneuse en plomberie, sanitaire;1;1323;1323;1323;1323;1323;1323;1323;1323;1323;1323;1323;1323;1323
2945;Entrepreneur de pompes funèbres;Entrepreneuse de pompes funèbres;1;1439;1439;1439;1439;1439;1439;1439;1439;1439;1439;1439;1439;1439
2946;Entrepreneur de spectacles;Entrepreneuse de spectacles;1;1431;1431;1431;1431;1431;1431;1431;1431;1431;1431;1431;1431;1431
2947;Entrepreneur en terrassement et VRD (voiries réseaux divers);Entrepreneuse en terrassement et VRD (voiries réseaux divers);1;1323;1323;1323;1323;1323;1323;1323;1323;1323;1323;1323;1323;1323
2948;Entrepreneur de travaux agricoles;Entrepreneuse de travaux agricoles;1;1311;1311;1311;1311;1311;1311;1311;1311;1311;1311;1311;1311;1311
2949;Entrepreneur de travaux forestiers;Entrepreneuse de travaux forestiers;1;1311;1311;1311;1311;1311;1311;1311;1311;1311;1311;1311;1311;1311
2950;Entrepreneur de travaux ruraux;Entrepreneuse de travaux ruraux;1;1311;1311;1311;1311;1311;1311;1311;1311;1311;1311;1311;1311;1311
2951;Envoyé spécial de presse;Envoyée spéciale de presse;1;2642;2642;2642;2642;2642;2642;2642;2642;2642;2642;2642;2642;2642
2952;Épicier;Épicière;1;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221;5221
2953;Éplucheur de légumes;Éplucheuse de légumes;0;9412;9412;9412;9412;9412;9412;9412;9412;9412;9412;9412;9412;9412
2954;Équipier de collecte de déchets;Équipière de collecte de déchets;1;9611;9611;9611;9611;9611;9611;9611;9611;9611;9611;9611;9611;9611
2955;Équipier d'étage;Équipière d'étage;1;9112;9112;9112;9112;9112;9112;9112;9112;9112;9112;9112;9112;9112
2956;Équipier polyvalent de la restauration rapide;Équipière polyvalente de la restauration rapide;1;5246;5246;5246;5246;5246;5246;5246;5246;5246;5246;5246;5246;5246
2957;Ergonome;Ergonome;1;2263;2263;2263;2263;2263;2263;2263;2263;2263;2263;2263;2263;2263
2958;Ergothérapeute;Ergothérapeute;1;2269;2269;2269;2269;2269;2269;2269;2269;2269;2269;2269;2269;2269
2959;Escaliéteur;Escaliétrice;1;7115;7115;7115;7115;7115;7115;7115;7115;7115;7115;7115;7115;7115
2960;Essayeur metteur au point;Essayeuse metteuse au point;1;7231;7231;7231;7231;7231;7231;7231;7231;7231;7231;7231;7231;7231
2961;Essayiste;Essayiste;1;2641;2641;2641;2641;2641;2641;2641;2641;2641;2641;2641;2641;2641
2962;Estampeur de l'industrie des métaux;Estampeuse de l'industrie des métaux;1;7221;7221;7221;7221;7221;7221;7221;7221;7221;7221;7221;7221;7221
2963;Esthéticien;Esthéticienne;1;5142;5142;5142;5142;5142;5142;5142;5142;5142;5142;5142;5142;5142
2964;Esthéticien-cosméticien;Esthéticienne-cosméticienne;1;5142;5142;5142;5142;5142;5142;5142;5142;5142;5142;5142;5142;5142
2965;Esthéticien à domicile;Esthéticienne à domicile;1;5142;5142;5142;5142;5142;5142;5142;5142;5142;5142;5142;5142;5142
2966;Étalagiste décorateur;Étalagiste décoratrice;1;3432;3432;3432;3432;3432;3432;3432;3432;3432;3432;3432;3432;3432
2967;Étalier;Étalière;0;5211;5211;5211;5211;5211;5211;5211;5211;5211;5211;5211;5211;5211
2968;Étameur industriel;Étameuse industrielle;1;8122;8122;8122;8122;8122;8122;8122;8122;8122;8122;8122;8122;8122
2969;Étancheur;Étancheuse;1;7112;7112;7112;7112;7112;7112;7112;7112;7112;7112;7112;7112;7112
2970;Étiopathe;Étiopathe;1;2269;2269;2269;2269;2269;2269;2269;2269;2269;2269;2269;2269;2269
2971;Évêque;Évêque;1;2636;2636;2636;2636;2636;2636;2636;2636;2636;2636;2636;2636;2636
2972;Expert agricole;Experte agricole;1;2132;2132;2132;2132;2132;2132;2132;2132;2132;2132;2132;2132;2132
2973;Expert en application informatique;Experte en application informatique;1;2512;2512;2512;2512;2512;2512;2512;2512;2512;2512;2512;2512;2512
2974;Expert application mobile;Experte application mobile;0;2513;2513;2513;2513;2513;2513;2513;2513;2513;2513;2513;2513;2513
2975;Expert d'assurance en automobile;Experte d'assurance en automobile;1;3315;3315;3315;3315;3315;3315;3315;3315;3315;3315;3315;3315;3315
2976;Expert d'assurances;Experte d'assurances;1;3315;3315;3315;3315;3315;3315;3315;3315;3315;3315;3315;3315;3315
2977;Expert back-office;Experte back-office;1;3311;3311;3311;3311;3311;3311;3311;3311;3311;3311;3311;3311;3311
2978;Expert en base de données;Experte en base de données;1;2521;2521;2521;2521;2521;2521;2521;2521;2521;2521;2521;2521;2521
2979;Expert en bases de données géographiques;Experte en bases de données géographiques;1;2165;2165;2165;2165;2165;2165;2165;2165;2165;2165;2165;2165;2165
2980;Expert big data;Experte big data;1;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120
2981;Expert blockchain;Experte blockchain;0;2521;2521;2521;2521;2521;2521;2521;2521;2521;2521;2521;2521;2521
2982;Expert cloud computing;Experte cloud computing;0;2521;2521;2521;2521;2521;2521;2521;2521;2521;2521;2521;2521;2521
2983;Expert cloud, SaaS;Experte cloud, SaaS;0;2521;2521;2521;2521;2521;2521;2521;2521;2521;2521;2521;2521;2521
2984;Expert-comptable;Experte-comptable;1;2411;2411;2411;2411;2411;2411;2411;2411;2411;2411;2411;2411;2411
2985;Expert-comptable associé;Experte-comptable associée;1;2411;2411;2411;2411;2411;2411;2411;2411;2411;2411;2411;2411;2411
2986;Expert comptable - commissaire aux comptes;Experte comptable - commissaire aux comptes;1;2411;2411;2411;2411;2411;2411;2411;2411;2411;2411;2411;2411;2411
2987;Expert en cybersécurité;Experte en cybersécurité;1;2529;2529;2529;2529;2529;2529;2529;2529;2529;2529;2529;2529;2529
2988;Expert en datamining;Experte en datamining;0;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120
2989;Expert en datascience;Experte en datascience;1;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120
2990;Expert data-warehouse;Experte data-warehouse;0;2521;2521;2521;2521;2521;2521;2521;2521;2521;2521;2521;2521;2521
2991;Expert décisionnel, business intelligence (BI);Experte décisionnelle, business intelligence (BI);0;2521;2521;2521;2521;2521;2521;2521;2521;2521;2521;2521;2521;2521
2992;Expert Deep learning;Experte Deep learning;0;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120
2993;Expert en développement Web;Experte en développement Web;0;2513;2513;2513;2513;2513;2513;2513;2513;2513;2513;2513;2513;2513
2994;Expert digital;Experte digital;0;2432;2432;2432;2432;2432;2432;2432;2432;2432;2432;2432;2432;2432
2995;Expert documentaliste;Experte documentaliste;1;2622;2622;2622;2622;2622;2622;2622;2622;2622;2622;2622;2622;2622
2996;Expert fibre optique;Experte fibre optique;1;2153;2153;2153;2153;2153;2153;2153;2153;2153;2153;2153;2153;2153
2997;Expert foncier;Experte foncière;1;2164;2164;2164;2164;2164;2164;2164;2164;2164;2164;2164;2164;2164
2998;Expert fonctionnel de progiciel;Experte fonctionnelle de progiciel;0;2512;2512;2512;2512;2512;2512;2512;2512;2512;2512;2512;2512;2512
2999;Expert fonctionnel des systèmes d'information;Experte fonctionnelle des systèmes d'information;0;2522;2522;2522;2522;2522;2522;2522;2522;2522;2522;2522;2522;2522
3000;Expert forestier;Experte forestière;1;2132;2132;2132;2132;2132;2132;2132;2132;2132;2132;2132;2132;2132
3001;Expert en formation;Experte en formation;1;2424;2424;2424;2424;2424;2424;2424;2424;2424;2424;2424;2424;2424
3002;Expert en fouille de données;Experte en fouille de données;0;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120;2120
3003;Expert Geographic information System (GIS);Experte Geographic information System (GIS);0;2165;2165;2165;2165;2165;2165;2165;2165;2165;2165;2165;2165;2165
3004;Expert homologation informatique;Experte homologation informatique;0;2519;2519;2519;2519;2519;2519;2519;2519;2519;2519;2519;2519;2519
3005;Expert immobilier;Experte immobilière;1;3315;3315;3315;3315;3315;3315;3315;3315;3315;3315;3315;3315;3315
3006;Expert informatique;Experte informatique;0;2511;2511;2511;2511;2511;2511;2511;2511;2511;2511;2511;2511;2511
3007;Expert infrastructure de données;Experte infrastructure de données;1;2521;2521;2521;2521;2521;2521;2521;2521;2521;2521;2521;2521;2521
3008;Expert en intelligence artificielle (IA);Experte en intelligence artificielle (IA);0;2512;2512;2512;2512;2512;2512;2512;2512;2512;2512;2512;2512;2512
3009;Expert logiciel;Experte logiciel;1;2512;2512;2512;2512;2512;2512;2512;2512;2512;2512;2512;2512;2512
3010;Expert maritime;Experte maritime;1;2132;2132;2132;2132;2132;2132;2132;2132;2132;2132;2132;2132;2132
